City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,vila do maio,15.1333,-23.2167,27.44,74,0,4.48,CV,1704566590
362,tangalle,6.024,80.7911,25.09,92,100,2.69,LK,1704566590
363,road town,18.4167,-64.6167,28.02,69,40,3.09,VG,1704566308
364,nelson bay,-32.7167,152.15,21.11,89,20,1.34,AU,1704566592
365,constantia,44.1833,28.65,8.38,92,100,6.26,RO,1704566593
366,usogorsk,63.4106,48.6872,-32.96,100,92,1.04,RU,1704566593
367,riosucio,5.4216,-75.7032,27.78,40,56,0.77,CO,1704566594
368,mingyue,43.1069,128.9217,-14.5,80,79,5.14,CN,1704566595
369,kiknur,57.3034,47.2011,-28.44,100,83,1.3,RU,1704566596
370,oranjemund,-28.55,16.4333,18.99,77,0,3.15,NA,1704566597
371,fauske,67.2588,15.3918,-2.35,91,98,3.05,NO,1704566598
372,krompachy,48.9145,20.8751,6.19,98,100,1.2,SK,1704566598
373,yaren,-0.5472,166.916,28.2,75,60,5.1,NR,1704566599
374,jayapura,-2.5333,140.7,24.66,88,100,1.17,ID,1704566599
375,hakha,22.65,93.6167,6.5,53,6,1.18,MM,1704566600
376,tual,-5.6667,132.75,28.96,73,66,3.37,ID,1704566601
377,hakui,36.8833,136.7833,4.01,95,100,6.09,JP,1704566602
378,vilyuchinsk,52.9306,158.4028,-16.71,77,8,4.5,RU,1704566603
379,payson,40.0444,-111.7321,0.77,79,75,4.12,US,1704566604
380,mykolaiv,49.5237,23.9852,3.0,93,100,3.83,UA,1704566610
381,margate,51.3813,1.3862,5.5,72,100,4.02,GB,1704566573
382,bamyan,34.75,67.25,-6.35,79,0,2.42,AF,1704566611
383,spring creek,40.7266,-115.5859,-0.66,57,100,5.3,US,1704566612
384,kimbe,-5.5502,150.1429,24.9,94,34,1.15,PG,1704566613
385,vilyuysk,63.7553,121.6247,-43.33,100,59,1.79,RU,1704566613
386,sirte,31.2089,16.5887,18.2,35,0,11.97,LY,1704566619
387,redmond,47.674,-122.1215,6.24,91,100,0.89,US,1704566393
388,nuuk,64.1835,-51.7216,-3.66,68,100,7.2,GL,1704566620
389,taro,-8.3862,115.28,24.0,90,100,0.34,ID,1704566621
390,dauphin,51.1494,-100.0502,-14.92,78,100,1.54,CA,1704566621
391,cannonvale,-20.2833,148.7,27.66,84,98,4.52,AU,1704566622
392,concepcion,-36.827,-73.0498,19.89,68,40,5.66,CL,1704566623
393,kudahuvadhoo,2.6708,72.8944,28.12,76,100,5.71,MV,1704566623
394,situbondo,-7.7062,114.0098,25.68,86,100,1.97,ID,1704566624
395,gizo,-8.103,156.8419,27.82,78,95,1.65,SB,1704566624
396,mek'ele,13.4967,39.4753,15.08,78,5,3.93,ET,1704566626
397,somanda,-3.3667,33.95,22.0,72,100,2.98,TZ,1704566626
398,zeya,53.75,127.2667,-28.06,92,9,1.76,RU,1704566628
399,queenstown,-31.8976,26.8753,18.67,77,74,3.4,ZA,1704566629
400,kourou,5.1552,-52.6478,30.03,60,69,3.42,GF,1704566629
401,estevan,49.1334,-102.9842,-7.81,92,100,1.54,CA,1704566380
402,alo,7.4178,6.7371,30.41,23,14,1.34,NG,1704566630
403,chemolgan,43.1897,76.5292,-2.19,72,100,2.04,KZ,1704566631
404,kavieng,-2.5744,150.7967,27.89,80,32,4.34,PG,1704566632
405,itapage,-3.6867,-39.5861,31.33,49,79,4.06,BR,1704566632
406,tisul',55.7611,88.3122,-10.01,87,100,5.29,RU,1704566633
407,minas de marcona,-15.2119,-75.1103,22.43,61,13,7.78,PE,1704566404
408,mtimbira,-8.7833,36.35,23.43,88,100,0.58,TZ,1704566634
409,n'zeto,-7.2312,12.8666,26.35,74,48,3.4,AO,1704566634
410,coahuayana de hidalgo,18.7,-103.6583,29.78,45,0,3.19,MX,1704566635
411,viedma,-40.8135,-62.9967,26.6,26,0,5.45,AR,1704566636
412,anori,-3.7728,-61.6442,27.59,75,99,1.58,BR,1704566636
413,san fernando,15.0286,120.6898,25.85,83,100,1.8,PH,1704566636
414,wotho,10.1657,166.0102,27.14,63,100,8.32,MH,1704566637
415,youkounkoun,12.5333,-13.1333,30.59,12,84,1.96,GN,1704566637
416,olinda,-8.0089,-34.8553,29.85,70,40,4.63,BR,1704566638
417,gisborne,-38.6533,178.0042,15.72,77,99,2.66,NZ,1704566638
418,union,40.6334,-74.2663,3.84,69,100,2.57,US,1704566632
419,kapuskasing,49.4169,-82.4331,-13.95,78,100,6.69,CA,1704566640
420,bindlach,49.9817,11.6139,4.06,94,100,0.89,DE,1704566640
421,liezen,47.5667,14.2333,0.37,99,100,1.59,AT,1704566641
422,powell river,49.8496,-124.5361,5.0,93,20,1.03,CA,1704566548
423,sitka,57.0531,-135.33,1.94,87,75,1.54,US,1704566642
424,hanover,52.3705,9.7332,2.21,95,100,5.14,DE,1704566642
425,carutapera,-1.195,-46.02,28.39,75,100,3.35,BR,1704566642
426,garhwa,24.1833,83.8167,15.48,80,9,0.69,IN,1704566643
427,mikhaylovsk,45.1283,42.0256,3.21,80,0,3.13,RU,1704566643
428,zuidhorn,53.2467,6.4028,1.08,92,100,4.63,NL,1704566644
429,sitia,35.2,26.0986,18.32,73,87,8.93,GR,1704566645
430,pasuquin,18.3328,120.6177,18.97,94,20,1.03,PH,1704566646
431,anloga,5.7947,0.8973,28.41,79,8,5.75,GH,1704566646
432,hadibu,12.65,54.0333,23.67,63,5,4.64,YE,1704566647
433,eyl,7.9803,49.8164,24.03,62,16,8.04,SO,1704566647
434,haiku-pauwela,20.9219,-156.3051,24.47,79,20,1.54,US,1704566648
435,meadow lakes,61.6247,-149.6011,-1.56,65,0,1.34,US,1704566648
436,san-pedro,4.7485,-6.6363,27.62,82,5,4.32,CI,1704566649
437,pasni,25.2631,63.471,22.33,68,8,5.03,PK,1704566649
438,luganville,-15.5333,167.1667,25.69,89,96,0.58,VU,1704566649
439,mandalgovi,45.7625,106.2708,-18.5,87,12,2.56,MN,1704566650
440,bandarbeyla,9.4942,50.8122,24.89,61,97,9.18,SO,1704566650
441,novaya igirma,57.1334,103.9112,-9.45,94,100,3.92,RU,1704566651
442,osakarovka,50.565,72.5692,-7.24,99,94,2.93,KZ,1704566500
443,reggane,26.7158,0.1714,19.6,24,79,4.33,DZ,1704566652
444,peniche,39.3558,-9.3811,10.81,77,48,2.71,PT,1704566652
445,maloye ganyushkino,46.6,49.2667,1.16,74,55,6.2,KZ,1704566653
446,prince rupert,54.3161,-130.3201,4.83,93,100,7.72,CA,1704566653
447,olyokminsk,60.3736,120.4264,-34.74,100,100,0.55,RU,1704566654
448,gangtok,27.3333,88.6167,4.9,61,7,2.52,IN,1704566654
449,basoko,1.2391,23.616,27.14,57,100,1.18,CD,1704566655
450,eirunepe,-6.6603,-69.8736,32.63,54,99,0.4,BR,1704566656
451,kavaratti,10.5669,72.642,28.03,76,65,3.88,IN,1704566656
452,ouani,-12.1322,44.4258,28.08,79,100,2.49,KM,1704566657
453,al qusayr,34.5091,36.5798,12.85,70,100,1.08,SY,1704566657
454,kosh-agach,50.0,88.6667,-13.16,84,100,0.45,RU,1704566658
455,aflou,34.1128,2.1023,2.44,77,90,10.65,DZ,1704566658
456,bulungu,-4.55,18.6,23.77,85,95,0.81,CD,1704566659
457,bay harbor,30.1471,-85.6146,19.96,74,40,5.66,US,1704566659
458,fortaleza,-3.7227,-38.5247,32.26,67,40,7.2,BR,1704566496
459,polyarnyy,69.1989,33.4478,-15.71,98,100,7.2,RU,1704566660
460,arraial do cabo,-22.9661,-42.0278,27.98,74,40,6.69,BR,1704566379
461,alliance,40.9153,-81.1059,0.93,92,100,3.45,US,1704566661
462,ketchikan,55.3422,-131.6461,3.99,81,75,4.63,US,1704566661
463,conde,-7.2597,-34.9075,30.7,62,40,4.12,BR,1704566662
464,san fernando del valle de catamarca,-28.4696,-65.7852,36.54,43,6,3.58,AR,1704566663
465,katsuura,35.1333,140.3,14.03,48,0,10.3,JP,1704566663
466,neuburg an der donau,48.7333,11.1833,4.5,88,75,2.06,DE,1704566664
467,port saint john's,-31.6229,29.5448,22.94,85,100,5.55,ZA,1704566664
468,pamandzi,-12.7967,45.2794,26.88,94,0,0.51,YT,1704566665
469,ebon,4.582,168.6964,28.19,76,32,7.86,MH,1704566666
470,gurupi,-11.7292,-49.0686,27.01,74,93,1.78,BR,1704566666
471,noumea,-22.2763,166.4572,22.99,83,100,3.86,NC,1704566619
472,alexander city,32.944,-85.9539,11.77,93,100,4.63,US,1704566668
473,le moule,16.3332,-61.3473,28.02,66,50,5.12,GP,1704566668
474,brookings,44.3114,-96.7984,-1.01,90,100,6.69,US,1704566670
475,rikaze,29.25,88.8833,-3.21,22,0,1.08,CN,1704566671
476,tobelo,1.7284,128.0095,26.69,81,100,1.53,ID,1704566671
477,pangody,65.85,74.4859,-22.5,91,24,4.47,RU,1704566672
478,aripuana,-9.1667,-60.6333,29.84,71,72,1.95,BR,1704566673
479,kas,36.2018,29.6377,15.58,80,53,4.56,TR,1704566673
480,fort bragg,35.139,-79.006,17.12,94,100,4.12,US,1704566674
481,l'govskiy,51.6307,35.2775,-6.55,98,99,1.25,RU,1704566674
482,majene,-3.5403,118.9707,24.83,93,100,1.99,ID,1704566675
483,dubbo,-32.25,148.6167,19.07,68,100,6.17,AU,1704566675
484,desnogorsk,54.1508,33.2815,-17.21,98,70,2.29,RU,1704566676
485,astrakhan,46.3497,48.0408,-0.05,92,100,8.05,RU,1704566677
486,boyolangu,-8.1181,111.8935,24.78,90,100,1.84,ID,1704566677
487,kailua-kona,19.6406,-155.9956,25.33,65,0,2.06,US,1704566416
488,neiafu,-18.65,-173.9833,23.38,94,40,1.03,TO,1704566678
489,port macquarie,-31.4333,152.9167,18.83,72,91,2.93,AU,1704566679
490,saint-philippe,-21.3585,55.7679,26.77,89,99,5.54,RE,1704566680
491,dawson creek,55.7666,-120.2362,-19.2,78,100,6.69,CA,1704566680
492,vila franca do campo,37.7167,-25.4333,18.27,99,100,4.53,PT,1704566528
493,ishimbay,53.4545,56.0415,-8.18,96,100,1.07,RU,1704566682
494,laguna,38.421,-121.4238,10.65,83,0,5.66,US,1704566683
495,ad dabbah,18.05,30.95,20.58,28,1,5.04,SD,1704566684
496,cananeia,-25.0147,-47.9267,26.13,75,70,3.82,BR,1704566685
497,kyabe,9.4515,18.9449,26.29,15,15,2.09,TD,1704566686
498,sabang,5.8933,95.3214,27.53,76,98,7.98,ID,1704566686
499,linden,6.0,-58.3,32.22,43,15,3.37,GY,1704566687
500,borogontsy,62.6683,131.1683,-49.16,100,81,0.63,RU,1704566688
501,bardsir,29.9227,56.5743,6.54,41,0,2.83,IR,1704566688
502,sao vicente,-23.9631,-46.3919,31.1,51,100,3.13,BR,1704566690
503,nieuw amsterdam,5.8833,-55.0833,34.09,62,40,6.17,SR,1704566691
504,sterling,39.0062,-77.4286,3.48,88,100,2.57,US,1704566691
505,kisolon,8.33,124.9769,21.23,95,100,1.55,PH,1704566692
506,kiama,-34.6833,150.8667,20.0,81,23,1.34,AU,1704566692
507,ujae,8.9322,165.7642,27.03,71,100,8.63,MH,1704566693
508,tsiombe,-25.3,45.4833,22.35,87,7,2.23,MG,1704566693
509,tallahassee,30.4383,-84.2807,22.14,64,40,3.6,US,1704566394
510,muana,-1.5283,-49.2167,28.98,75,53,0.5,BR,1704566694
511,crane,31.3974,-102.3501,11.48,32,10,7.38,US,1704566694
512,klaksvik,62.2266,-6.589,4.51,69,7,7.62,FO,1704566695
513,puerto aysen,-45.4,-72.7,19.58,40,100,2.95,CL,1704566695
514,pokotylivka,49.9153,36.1772,-1.85,83,99,2.06,UA,1704566696
515,aginskoye,51.1,114.53,-26.62,93,25,0.74,RU,1704566696
516,aver-o-mar,41.4078,-8.7812,9.62,87,0,2.06,PT,1704566697
517,rongelap,11.1635,166.8941,26.46,68,71,7.8,MH,1704566698
518,tuensang,26.2833,94.8333,9.88,89,10,1.23,IN,1704566698
519,holualoa,19.6228,-155.9522,23.26,59,0,2.06,US,1704566699
520,nagqu,31.5,92.0,-14.01,65,6,1.36,CN,1704566700
521,san julian,21.0167,-102.1667,19.67,21,0,6.55,MX,1704566700
522,brisas de zicatela,15.8369,-97.0419,28.29,65,0,3.09,MX,1704566701
523,plettenberg bay,-34.0527,23.3716,18.82,80,0,2.23,ZA,1704566702
524,dwarka,22.2394,68.9678,21.45,43,5,6.08,IN,1704566702
525,old orchard beach,43.5173,-70.3775,-0.81,69,100,5.14,US,1704566703
526,bukama,-9.2,25.85,20.74,92,97,0.5,CD,1704566704
527,kajaani,64.2273,27.7285,-32.97,68,0,0.51,FI,1704566704
528,shache,38.4167,77.2406,-0.16,46,85,1.39,CN,1704566705
529,tshikapa,-6.4167,20.8,23.07,93,100,0.19,CD,1704566706
530,bayanhongor,46.7167,100.1167,-21.12,73,9,1.5,MN,1704566706
531,mukalla,14.5425,49.1242,23.1,64,6,0.51,YE,1704566707
532,kone,-21.0595,164.8658,24.49,87,46,1.63,NC,1704566707
533,richards bay,-28.783,32.0377,24.17,82,0,6.06,ZA,1704566489
534,gargzdai,55.7128,21.4033,-10.12,89,7,2.98,LT,1704566709
535,vrangel',42.7297,133.0839,-11.13,72,7,4.5,RU,1704566709
536,palangkaraya,-2.2,113.8333,24.44,95,96,0.37,ID,1704566710
537,dali,25.7,100.1833,4.98,71,0,1.96,CN,1704566711
538,labytnangi,66.6572,66.4183,-20.23,92,97,3.49,RU,1704566711
539,camocim,-2.9022,-40.8411,30.38,67,87,8.22,BR,1704566712
540,kuqa,41.7278,82.9364,-3.64,47,6,1.55,CN,1704566713
541,chefchaouene,35.1688,-5.2636,9.76,81,83,0.85,MA,1704566714
542,kualakapuas,-3.0091,114.3876,24.48,95,100,0.63,ID,1704566715
543,san miguel,13.4833,-88.1833,33.78,46,20,5.14,SV,1704566463
544,aioun,16.6614,-9.6149,25.79,9,0,4.34,MR,1704566716
545,kill devil hills,36.0307,-75.676,15.0,88,100,8.75,US,1704566716
546,angra dos reis,-23.0067,-44.3181,25.52,80,61,1.88,BR,1704566717
547,guiyang,26.5833,106.7167,10.27,81,100,1.0,CN,1704566718
548,jiuquan,39.7432,98.5174,-4.92,37,0,0.58,CN,1704566719
549,aykhal,66.0,111.5,-24.13,91,100,3.9,RU,1704566719
550,villa gesell,-37.2639,-56.973,27.25,50,100,4.8,AR,1704566720
551,arno,60.1167,18.6333,-6.23,88,44,1.53,SE,1704566720
552,port-vila,-17.7338,168.3219,22.78,100,20,1.03,VU,1704566721
553,lingyuan,41.24,119.4011,-20.11,86,2,2.06,CN,1704566721
554,forster,-32.1667,152.5167,16.88,97,88,2.28,AU,1704566722
555,lazaro cardenas,17.9583,-102.2,28.57,49,0,3.19,MX,1704566723
